"CaseNo","SegID","MilePost","Month","Day","Time","Weekday","Impact","Weather","SurfCond","Light","Severity","Fire"
"2002037141",2821,94.29,"11","05","0512","2","D1","2","1","6",1,"0"
"2002037145",1380,176.03,"12","02","1310","1","A3","1","1","1",1,"0"
"2002037148",1299,168.42,"12","15","1140","7","D3","2","1","1",1,"0"
"2002037157",877,133.14,"11","15","1650","5","D3","1","1","1",1,"0"
"2002037163",1534,191.05,"11","29","1453","5","A2","1","1","1",1,"0"
"2002037174",1573,193.83,"11","19","1720","2","D1","3","2","3",1,"0"
"2002037179",1419,179.09,"12","03","0637","2","D2","5","1","5",1,"0"
"2002037180",1451,181.86,"12","04","0851","3","D4","3","2","1",1,"0"
"2002037211",118,14.35,"12","06","0004","5","A1","1","1","6",1,"0"
"2002037232",2144,265.15,"11","13","1713","3","A1","2","1","6",6,"0"
"2002037233",2049,254.22,"11","09","1803","6","A2","2","2","4",1,"0"
"2002037235",1818,227.49,"11","27","1718","3","A2","1","1","4",1,"0"
"2002037239",1850,230.22,"11","27","1410","3","D1","1","1","1",1,"0"
"2002037240",1845,229.92,"11","27","1625","3","D2","1","1","3",1,"0"
"2002037257",817,124.10,"11","22","1740","5","D2","1","1","4",1,"0"
"2002037258",664,104.89,"12","10","1802","2","D1","3","2","4",7,"0"
"2002037274",3620,287.32,"11","24","1510","7","D1","1","1","1",1,"0"
"2002037295",2850,104.75,"11","27","1135","3","A2","1","1","1",1,"0"
"2002037297",2348,8.93,"11","06","1745","3","D1","3","2","4",1,"0"
"2002037310",1272,166.37,"12","01","1417","7","D3","2","1","1",1,"0"
"2002037317",1274,166.42,"11","26","1702","2","A4","1","1","4",1,"0"
"2002037318",1293,167.82,"12","04","1655","3","D3","1","2","4",1,"0"
"2002037321",2234,1.06,"11","13","1737","3","A4","3","2","4",7,"0"
"2002037324",1354,173.19,"11","29","1405","5","D4","1","1","1",1,"0"
"2002037348",913,136.07,"12","04","1543","3","D1","2","1","3",7,"0"
"2002037352",874,132.89,"12","09","1725","1","A2","3","2","4",1,"0"
"2002037366",831,126.72,"11","22","1520","5","A1","2","1","1",1,"0"
"2002037375",1037,150.06,"11","14","1708","4","D4","1","1","6",1,"0"
"2002037383",1274,166.44,"12","07","1800","6","A5","1","1","4",1,"0"
"2002037386",909,135.58,"11","30","2209","6","D3","5","1","4",1,"0"
"2002037391",1268,166.20,"11","13","1500","3","D1","2","1","1",1,"0"
"2002037392",1304,169.22,"12","08","1714","7","D1","1","1","4",1,"0"
"2002037394",1272,166.38,"12","09","2313","1","A1","3","2","4",7,"0"
"2002037398",1297,168.26,"11","16","1714","6","A1","2","2","4",1,"0"
"2002037400",1283,167.12,"12","15","0150","7","A2","3","2","6",1,"0"
"2002037407",1278,166.56,"12","04","1710","3","A5","2","2","4",1,"0"
"2002037414",1269,166.25,"11","26","1645","2","A2","1","1","4",1,"0"
"2002037415",1311,169.78,"11","26","2007","2","A2","1","1","4",1,"0"
"2002037418",2264,4.08,"11","04","1550","1","D3","1","1","1",0,"0"
"2002037423",1194,162.16,"12","13","1750","5","A5","3","2","4",7,"0"
"2002037424",1361,174.62,"12","14","1910","6","A2","3","2","4",1,"0"
"2002037427",892,134.43,"11","22","1635","5","A4","1","1","4",1,"0"
"2002037447",1572,193.78,"12","04","1505","3","D1","2","1","1",1,"0"
"2002037462",686,107.59,"12","05","1708","4","D4","1","2","3",1,"0"
"2002037469",1259,165.74,"12","11","1753","3","A4","3","2","4",7,"0"
"2002037470",1305,169.25,"12","13","1930","5","D1","3","2","4",1,"0"
"2002037472",1180,161.30,"12","12","1805","4","A4","3","2","4",1,"0"
"2002037482",1084,154.18,"12","14","1718","6","A1","3","2","4",7,"0"
"2002037490",1127,156.16,"12","08","1811","7","D4","1","1","4",6,"0"
"2002037491",855,130.74,"12","07","1703","6","D1","1","1","4",1,"0"
"2002037500",678,106.38,"11","12","1150","2","A1","3","2","1",0,"0"
"2002037536",821,125.04,"11","08","1755","5","D4","3","2","4",1,"0"
"2002037538",911,135.70,"12","06","0740","5","A4","5","2","1",7,"0"
"2002037570",4067,27.68,"12","10","1140","2","D1","3","2","1",7,"0"
"2002037593",3843,11.17,"12","10","1722","2","A2","3","1","1",1,"0"
"2002037594",4032,24.06,"12","12","0725","4","D2","2","2","1",1,"0"
"2002037611",663,104.70,"12","03","1700","2","A2","1","1","4",1,"0"
"2002037627",1096,154.59,"11","08","1555","5","D3","3","2","3",1,"0"
"2002037628",969,142.91,"12","06","1742","5","D4","5","1","4",7,"0"
"2002037635",3812,9.73,"12","02","1608","1","D2","1","1","1",1,"0"
"2002037636",3859,12.79,"12","14","1624","6","D4","3","2","4",1,"0"
"2002037638",1364,174.79,"12","10","0607","2","D3","3","2","4",7,"0"
"2002037641",1227,164.04,"12","06","2000","5","D3","1","1","6",1,"0"
"2002037644",1349,172.95,"12","06","1706","5","D4","1","1","4",7,"0"
"2002037645",1349,172.95,"12","07","1319","6","D4","1","1","1",7,"0"
"2002037648",1388,176.79,"11","26","2317","2","D1","1","1","4",7,"0"
"2002037652",1201,162.44,"12","06","0801","5","A3","2","1","1",1,"0"
"2002037656",3890,14.21,"12","04","2316","3","D1","1","1","4",1,"0"
"2002037666",3786,6.29,"12","10","1739","2","A2","3","2","4",7,"0"
"2002037689",3765,4.62,"12","02","0615","1","A2","1","1","4",1,"0"
"2002037697",1361,174.54,"12","05","1826","4","A1","1","1","4",1,"0"
"2002037699",1283,167.12,"12","02","2230","1","A3","1","1","4",7,"0"
"2002037702",1298,168.39,"12","01","1730","7","D1","1","1","4",1,"0"
"2002037714",1302,169.06,"11","22","1518","5","D4","1","1","3",1,"0"
"2002037717",1057,152.16,"11","23","1515","6","A1","1","1","1",6,"0"
"2002037721",1350,173.02,"12","06","1645","5","D4","1","1","4",1,"0"
"2002037731",4049,25.88,"12","03","1155","2","A1","1","1","1",1,"0"
"2002037740",645,103.36,"12","13","1521","5","A1","3","2","1",1,"0"
"2002037741",938,139.14,"11","16","1740","6","A5","3","2","4",7,"0"
"2002037746",829,125.97,"12","11","1638","3","A1","3","2","5",1,"0"
"2002037753",1302,169.06,"12","07","1252","6","D3","1","1","1",1,"0"
"2002037754",1244,165.16,"12","12","0732","4","D2","2","1","2",1,"0"
"2002037755",1365,174.90,"12","06","1706","5","D1","1","1","4",1,"0"
"2002037759",3730,2.30,"12","15","1710","7","A1","2","1","4",1,"0"
"2002037760",3730,2.30,"12","15","1748","7","A1","2","1","4",7,"0"
"2002037769",3786,6.23,"12","03","0615","2","A2","3","2","4",7,"0"
"2002037827",1347,172.59,"11","08","1340","5","D4","2","1","1",7,"0"
"2002037915",4169,6.29,"12","10","1338","2","D1","3","2","1",1,"0"
"2002037982",3865,13.09,"12","12","0720","4","A4","1","1","2",1,"0"
"2002037983",3821,10.26,"12","07","1156","6","A1","1","1","1",1,"0"
"2002037988",1268,166.20,"12","11","1030","3","A2","3","2","1",1,"0"
"2002037990",1242,165.00,"12","11","1412","3","A2","3","2","1",1,"0"
"2002037993",4206,7.41,"12","09","1700","1","A2","3","2","4",1,"0"
"2002038032",953,141.30,"11","22","1732","5","A1","2","1","6",1,"0"
"2002038066",3770,4.87,"12","14","1645","6","D3","3","2","4",1,"0"
"2002038067",3711,1.03,"12","15","1810","7","A1","3","2","4",7,"0"
"2002038068",951,141.06,"11","06","1846","3","D1","3","2","4",7,"0"
"2002038069",718,112.11,"12","10","1541","2","D3","3","2","3",1,"0"
"2002038070",882,133.65,"11","02","1757","6","A3","1","1","4",7,"0"
"2002038072",1261,165.76,"11","15","1650","5","D2","2","1","3",1,"0"
"2002038075",1262,165.88,"11","18","1356","1","D1","3","2","1",1,"0"
"2002038081",1283,167.12,"12","10","1742","2","A1","1","2","4",1,"0"
"2002038086",1295,168.01,"12","06","1015","5","D2","1","1","1",7,"0"
"2002038093",4192,7.04,"12","09","1322","1","D1","3","2","1",1,"0"
"2002038098",3858,12.76,"12","14","1406","6","A1","3","2","1",1,"0"
"2002038102",1268,166.12,"12","11","0957","3","D3","3","2","1",1,"0"
"2002038113",4051,25.98,"12","30","1648","1","D1","2","1","4",1,"0"
"2002038123",1591,196.16,"11","01","1335","5","A3","1","1","1",1,"0"
"2002038132",855,130.55,"11","02","1555","6","A1","1","1","1",7,"0"
"2002038133",1309,169.65,"12","12","1331","4","D3","3","2","1",1,"0"
"2002038135",962,142.20,"11","27","2030","3","D4","1","1","6",7,"0"
"2002038227",4194,7.09,"12","13","0615","5","D4","2","2","4",1,"0"
"2002038229",4120,3.60,"12","17","1430","2","D2","2","2","1",7,"0"
"2002038280",4119,3.07,"12","03","2332","2","D2","1","1","4",6,"0"
"2002038309",834,127.44,"12","05","1058","4","D4","1","1","1",1,"0"
"2002038311",877,133.28,"12","02","2130","1","D2","1","1","4",1,"0"
"2002038314",1349,172.85,"12","10","1618","2","A4","1","2","3",7,"0"
"2002038335",4169,6.29,"12","14","0713","6","D3","3","2","2",7,"0"
"2002038346",1616,199.21,"12","01","1320","7","D3","1","1","1",7,"0"
"2002038358",4117,2.20,"12","28","2318","6","D2","3","2","4",7,"0"
"2002038360",667,105.15,"12","11","1250","3","D1","3","2","1",7,"0"
"2002038363",844,128.78,"12","04","1818","3","D1","1","2","4",1,"0"
"2002038365",4106,0.86,"12","03","0850","2","A2","2","1","1",1,"0"
"2002038369",4099,0.36,"12","13","1626","5","D1","3","2","3",1,"0"
"2002038370",4107,0.93,"12","31","1635","2","D2","2","1","1",1,"0"
"2002038387",2912,133.91,"12","01","1330","7","A2","5","2","1",6,"0"
"2002038432",2637,52.85,"12","18","0927","3","A2","4","3","1",1,"0"
"2002038481",1534,190.66,"12","20","1100","5","D1","2","1","1",7,"0"
"2002038482",1481,185.26,"12","20","1318","5","D1","2","1","1",7,"0"
"2002038483",1447,181.74,"12","16","0757","1","D3","3","2","1",1,"0"
"2002038486",28,1.72,"12","10","0628","2","D3","2","2","4",1,"0"
"2002038494",563,84.44,"12","26","1225","4","A2","2","1","1",1,"0"
"2002038506",3844,11.47,"12","27","1230","5","D1","2","2","1",7,"0"
"2002038507",3860,12.88,"12","27","1314","5","D2","2","1","1",1,"0"
"2002038508",2298,6.46,"12","06","1820","5","D3","1","1","3",1,"0"
"2002038509",2345,8.51,"12","11","1610","3","D1","3","2","3",1,"0"
"2002038554",1299,168.41,"12","19","1240","4","D2","2","1","1",1,"0"
"2002038567",595,92.29,"12","22","1415","7","A2","3","2","1",7,"0"
"2002038629",3508,278.75,"12","04","1730","3","D1","2","1","1",7,"0"
"2002038645",962,142.15,"12","12","1556","4","D4","3","2","3",1,"0"
"2002038648",676,106.20,"12","20","1552","5","D2","3","2","3",1,"0"
"2002038649",608,96.69,"12","20","2031","5","D2","2","2","6",1,"0"
"2002038652",945,139.86,"12","16","1420","1","A4","2","2","1",1,"0"
"2002038653",892,134.41,"12","12","1550","4","A4","3","2","3",6,"0"
"2002038654",813,123.82,"12","02","1720","1","A2","1","1","1",7,"0"
"2002038656",1398,177.82,"12","18","1825","3","A1","1","1","4",7,"0"
"2002038661",1305,169.24,"12","08","1803","7","D4","1","1","4",1,"0"
"2002038667",1585,194.41,"12","24","1328","2","D4","3","2","1",1,"0"
"2002038672",832,126.97,"12","03","1535","2","A1","1","1","1",1,"0"
"2002038673",894,134.81,"12","11","0915","3","A4","3","2","1",1,"0"
"2002038674",844,128.78,"12","13","1754","5","A1","3","2","4",1,"0"
"2002038684",953,141.26,"12","18","0715","3","A1","1","1","2",1,"0"
"2002038689",811,123.33,"12","13","0734","5","A1","2","1","2",1,"0"
"2002038701",1475,184.11,"12","16","0719","1","D3","3","2","2",7,"0"
"2002038705",1475,184.21,"12","24","1336","2","D1","3","2","1",7,"0"
"2002038718",563,84.38,"12","26","1030","4","A2","2","2","1",6,"0"
"2002038721",856,131.09,"12","31","1202","2","D1","1","1","1",6,"0"
"2002038729",913,136.08,"12","11","1713","3","D2","2","2","9",1,"0"
"2002038730",853,130.09,"12","12","1240","4","A2","3","2","1",1,"0"
"2002038731",741,115.07,"12","13","1450","5","D3","3","2","1",7,"0"
"2002038732",944,139.59,"12","11","0833","3","A4","3","2","1",5,"0"
"2002038735",1000,146.77,"12","06","1730","5","D3","5","2","4",1,"0"
"2002038736",972,143.80,"12","10","2136","2","D3","3","2","4",1,"0"
"2002038744",944,139.62,"12","16","1420","1","A3","3","2","1",7,"0"
"2002038749",937,139.07,"12","30","1836","1","D4","3","2","6",1,"0"
"2002038751",1361,174.54,"12","30","1733","1","A1","2","1","4",1,"0"
"2002038753",1299,168.40,"12","09","0655","1","D4","1","1","4",1,"0"
"2002038754",1396,177.80,"12","09","1548","1","A2","3","1","1",1,"0"
"2002038755",1396,177.80,"12","09","1548","1","A3","3","1","1",1,"0"
"2002038757",1314,170.05,"12","19","1613","4","A4","2","1","1",7,"0"
"2002038758",1013,148.06,"12","20","0727","5","A4","2","1","1",1,"0"
"2002038764",1105,155.04,"12","03","1355","2","A2","1","1","1",1,"0"
"2002038766",1013,147.83,"12","10","0713","2","A5","2","2","2",7,"0"
"2002038767",962,142.23,"12","11","1506","3","D1","3","2","1",1,"0"
"2002038768",975,144.19,"12","22","1738","7","D1","2","2","6",1,"0"
"2002038774",984,144.81,"11","19","2135","2","A2","2","2","4",7,"0"
"2002038775",1225,163.57,"12","03","1700","2","A2","1","1","4",1,"0"
"2002038782",1143,157.49,"12","22","1714","7","D5","2","1","6",1,"0"
"2002038783",3770,4.97,"12","12","0623","4","A2","2","2","4",1,"0"
"2002038785",3721,1.74,"12","20","0737","5","D2","1","1","1",1,"0"
"2002038786",3798,7.50,"12","20","1404","5","D2","1","1","1",1,"0"
"2002038793",3747,3.62,"12","18","1208","3","D2","1","2","1",7,"0"
"2002038796",1003,146.86,"12","17","0615","2","A1","3","2","4",1,"0"
"2002038797",1028,149.41,"12","17","0700","2","A4","3","2","4",7,"0"
"2002038839",2296,6.30,"12","11","1744","3","D3","3","2","4",1,"0"
"2002038842",2306,6.72,"12","10","1700","2","D4","2","2","4",1,"0"
"2002038850",2404,14.87,"12","02","1817","1","A2","2","1","6",1,"0"
"2002038851",2243,1.43,"12","12","1418","4","A2","3","2","1",7,"0"
"2002038854",3254,225.14,"12","01","1535","7","D2","2","1","1",7,"0"
"2002038866",2296,6.26,"12","04","1755","3","D4","2",,"4",1,"0"
"2002038889",797,121.56,"12","05","1706","4","D3","1","1","4",1,"0"
"2002038893",737,114.83,"12","11","0735","3","A3","3","2","2",6,"0"
"2002038897",1616,199.21,"12","11","0754","3","D1","3","2","1",1,"0"
"2002038898",5,0.32,"12","10","1745","2","A1","2","2","4",7,"0"
"2002038902",29,1.82,"12","04","0615","3","D4","3","2","4",1,"0"
"2002038904",1568,193.63,"12","17","0615","2","D3","2","1","6",1,"0"
"2002038912",23,1.38,"12","17","0725","2","D1","3","2","2",7,"0"
"2002038916",1385,176.58,"12","16","0615","1","D3","3","2","4",1,"0"
"2002038918",917,136.56,"12","13","2335","5","A1","2","1","6",7,"0"
"2002038928",898,135.05,"12","17","1950","2","D4","3","2","4",1,"0"
"2002038932",876,133.01,"12","19","1720","4","A3","1","1","4",1,"0"
"2002038939",3521,279.22,"12","19","1740","4","D1","2","1","4",1,"0"
"2002038943",989,145.99,"12","16","1300","1","A3","3","2","1",7,"0"
"2002038947",3593,284.39,"12","20","1630","5","D4","1","1","6",1,"0"
"2002038953",3546,280.85,"12","20","1042","5","A2","1","1","1",7,"0"
"2002038955",951,140.87,"12","16","1630","1","A2","1","2","1",1,"0"
"2002038967",973,144.08,"12","22","1820","7","D1","1","1","6",7,"0"
"2002038975",985,144.89,"12","20","1821","5","D2","1","1","6",7,"0"
"2002038987",1007,147.16,"12","16","0704","1","A3","3","2","4",7,"0"
"2002038988",3578,283.33,"12","18","1653","3","A3","2","1","4",1,"0"
"2002038993",952,141.21,"12","16","1300","1","A4","3","2","1",1,"0"
"2002038994",953,141.29,"12","16","1520","1","D3","3","2","1",7,"0"
"2002038995",1110,155.28,"12","21","1450","6","D1","2","1","1",1,"0"
"2002039005",1,0.10,"12","03","0739","2","D1","1","1","1",7,"0"
"2002039011",1593,197.58,"12","04","2325","3","D3","2","1","6",7,"0"
"2002039019",3307,240.23,"12","23","1435","1","D1","1","1","1",6,"0"
"2002039024",3508,278.67,"12","20","1401","5","D1","1","1","1",7,"0"
"2002039033",1498,187.48,"12","13","1603","5","A3","3","2","3",1,"0"
"2002039034",1439,180.78,"12","11","1633","3","D1","3","2","4",1,"0"
"2002039037",1481,185.83,"12","30","1811","1","A1","2","1","4",1,"0"
"2002039040",1629,200.74,"12","29","1120","7","D2","2","2","1",1,"0"
"2002039060",1476,184.22,"12","24","1348","2","D1","3","2","1",1,"0"
"2002039061",1585,194.43,"12","13","1610","5","D4","3","2","4",7,"0"
"2002039062",1585,194.44,"12","12","1753","4","D3","3","2","6",7,"0"
"2002039065",1589,195.16,"12","28","1530","6","D3","3","2","1",7,"0"
"2002039068",1620,199.81,"12","31","1710","2","A1","1","1","4",1,"0"
"2002039072",1534,190.67,"12","09","1722","1","D2","2","1","6",1,"0"
"2002039074",1970,242.99,"12","31","1235","2","A2","1","1","1",7,"0"
"2002039079",1226,164.03,"12","31","1206","2","A1","2","1","1",1,"0"
"2002039083",1285,167.24,"12","24","1615","2","D1","1","2","3",1,"0"
"2002039149",3937,17.51,"12","11","1928","3","A3","3","2","4",1,"0"
"2002039153",4059,26.73,"12","06","0853","5","D3","1","1","1",1,"0"
"2002039158",3711,1.00,"12","12","1452","4","A2","3","2","1",1,"0"
"2002039165",2361,9.66,"12","19","1720","4","A1","2","1","4",1,"0"
"2002039168",3596,284.51,"12","16","1735","1","A4","2","1","4",1,"0"
"2002039180",2912,132.59,"12","16","1718","1","D1","1","1","6",6,"0"
"2002039309",610,98.57,"11","28","1040","4","D1","2","2","1",1,"0"
"2002039359",973,143.99,"12","23","1640","1","D1","1","1","1",7,"0"
"2002039366",884,133.78,"12","03","1715","2","D1","1","1","4",1,"0"
"2002039367",892,134.56,"12","04","1655","3","A4","2","2","5",1,"0"
"2002039369",643,103.17,"12","16","1318","1","D3","1","2","1",1,"0"
"2002039376",2001,249.02,"12","12","2126","4","A1","3","2","6",7,"0"
"2002039385",1534,191.37,"12","03","1600","2","A4","1","1","1",1,"0"
"2002039403",1464,182.95,"12","10","0650","2","D3","3","2","2",1,"0"
"2002039405",1585,194.51,"12","14","1150","6","D3","2","2","1",7,"0"
"2002039418",1534,190.75,"12","31","1640","2","A1","2","1","6",1,"0"
"2002039443",3815,10.07,"12","24","1358","2","D3","3","2","1",7,"0"
"2002039447",2362,9.71,"12","11","0951","3","D1","3","2","1",1,"0"
"2002039469",1840,229.29,"12","01","0326","7","A1","5","2","4",6,"0"
"2002039487",383,59.19,"12","01","1430","7","A2","2","1","1",1,"0"
"2002039488",383,59.19,"12","01","1640","7","A2","2","1","3",1,"0"
"2002039511",3849,11.95,"12","24","1433","2","D4","3","2","1",1,"0"
"2002039524",1352,173.15,"12","24","1320","2","D3","3","2","1",7,"0"
"2002039525",1282,167.00,"12","24","1423","2","A3","2","2","1",6,"0"
"2002039548",3801,7.87,"12","17","0739","2","D1","3","2","1",7,"0"
"2002039552",844,128.88,"12","09","1230","1","D1","3","2","1",1,"0"
"2002039558",684,107.17,"12","10","1203","2","D2","3","2","1",7,"0"
"2002039560",888,134.15,"12","01","1720","7","A3","2","1","4",1,"0"
"2002039580",1308,169.43,"12","02","1233","1","D4","1","1","1",1,"0"
"2002039582",1287,167.32,"12","20","2319","5","D1","1","1","4",1,"0"
"2002039592",1350,173.02,"12","04","1455","3","D7","3","2","1",1,"0"
"2002039593",2345,8.46,"12","13","1754","5","D2","3","2","4",1,"0"
"2002039599",1305,169.24,"12","06","1603","5","A2","1","1","3",1,"0"
"2002039600",3890,14.21,"12","23","1230","1","D1","2","1","1",7,"0"
"2002039601",3859,12.84,"12","23","1310","1","A3","2","1","1",1,"0"
"2002039612",1585,194.50,"12","14","1148","6","D3","3","2","1",7,"0"
"2002039623",954,141.47,"12","16","1345","1","D3","2","2","1",5,"0"
"2002039627",1582,194.21,"12","25","1950","3","D3","3","2","5",6,"0"
"2002039628",1552,192.81,"12","10","1633","2","A1","2","1","3",7,"0"
"2002039631",1585,194.55,"12","14","1147","6","D3","3","2","1",1,"0"
"2002039638",1520,189.34,"12","09","1700","1","D3","2","2","4",1,"0"
"2002039639",1520,189.34,"12","09","1725","1","D3","2","2","4",1,"0"
"2002039641",1534,190.92,"12","03","1740","2","A4","1","1","6",1,"0"
"2002039642",1477,184.36,"12","10","1550","2","A1","1","2","1",1,"0"
"2002039645",1606,198.94,"12","31","1800","2","A3","1","1","6",1,"0"
"2002039646",1569,193.66,"12","14","1000","6","D3","3","2","1",1,"0"
"2002039648",3690,0.13,"12","17","0730","2","D1","2","2","1",1,"0"
"2002039658",808,123.02,"12","17","0845","2","D1","3","2","1",1,"0"
"2002039660",973,143.93,"12","23","1336","1","D1","1","1","1",1,"0"
"2002039661",805,122.95,"12","12","1745","4","D1","3","2","4",7,"0"
"2002039663",882,133.65,"12","12","1656","4","A3","3","2","4",1,"0"
"2002039677",3798,7.45,"12","18","1300","3","A2","1","1","1",1,"0"
"2002039684",957,141.98,"12","11","0558","3","A1","3","2","6",1,"0"
"2002039687",3746,3.55,"12","18","1622","3","D1","2","1","4",1,"0"
"2002039773",1355,173.61,"12","23","1450","1","D4","1","1","1",1,"0"
"2002039787",2042,253.84,"12","20","1225","5","D2","1","1","1",1,"0"
"2002039803",2341,8.19,"12","11","1530","3","D1","3","2","1",1,"0"
"2002039866",3963,19.86,"12","24","0012","2","A1","3","2","4",1,"0"
"2002039867",3818,10.15,"12","23","1736","1","D2","1","1","4",1,"0"
"2002039872",2296,6.26,"12","12","1850","4","D3","3","2","4",1,"0"
"2002039932",2817,91.71,"12","27","1318","5","A2","1","2","1",1,"0"
